Doctor ID,First Name,Last Name,Gender,Hospital Affiliation,Specialization,Qualifications,State License Number,Contact Information,Availability,Permissions,Department,Biography,Ratings
d3b564b0-8be0-4c3e-9c94-938160c6b3ed,Jacqueline,Thomson,Male,King's College Hospital,Cardiology,MBBS,90178930,leahmartin@bradley.co.uk,Yes,Read-Write,Pediatrics,"Eveniet aliquid nisi eum repellendus. Quidem quas eos eum aliquam quia odit. Accusamus explicabo eveniet.
Quod non culpa cumque. Fuga asperiores quibusdam voluptatum officia ipsa. Rem et ex illo.",3.105405771
98a33736-fd1a-47ce-9ad0-a6f226bdd974,Sophie,Richards,Male,Queen Elizabeth Hospital,Psychiatry,"MBBS, MSc",77131339,jeffrey39@yahoo.co.uk,Yes,Read-Write,Cardiology,"Voluptatum veniam libero soluta voluptates ad. Fugit quae labore inventore.
Dolor itaque itaque et eum. Quod quisquam voluptatibus optio corrupti. Nisi reprehenderit cumque at nulla.",4.802206126
905c053b-25fd-4cbe-bce7-1b48fba52e59,Joanna,Marshall,Other,St Mary's Hospital,Neurology,"BSc, MBBS, PhD",35504405,roy86@hotmail.co.uk,Yes,Read-Write,Cardiology,"Doloribus magni molestiae reprehenderit incidunt eos asperiores laboriosam. Accusamus qui voluptatem animi. Necessitatibus accusamus saepe.
Illo beatae consectetur. Eius beatae cum laudantium qui.",3.374763964
6c596216-ae0f-4bc8-a36b-cb0167e98363,Catherine,Parsons,Female,Royal London Hospital,Psychiatry,"PhD, FRCS, MBBS",90526168,laurasmith@dunn.com,Yes,Read-Write,Surgery,Corporis hic quasi rem. Doloremque harum quidem officia itaque adipisci ipsum. Dolore nostrum ea expedita ea tenetur a ipsam.,4.30219553
ade7cef3-7ed2-4c2f-856f-3d95e0ae1a1b,Lynn,Matthews,Male,Royal Liverpool University Hospital,Orthopedics,"MRCP, MBBS, BSc",27785050,mohammad52@yahoo.co.uk,Yes,Read-Only,Orthopedics,Animi error neque iste excepturi sequi beatae. Beatae harum nostrum ipsa cumque quibusdam quidem libero. Ratione hic culpa amet totam odit quis.,1.840877315
d5627386-528c-4241-a345-ac72eac39204,Rachel,Webb,Male,Royal London Hospital,Pediatrics,"MSc, BSc, PhD",17703801,lwalton@yahoo.co.uk,Yes,Admin,Surgery,"Qui autem amet laborum. Officiis tenetur eligendi deleniti pariatur labore ut nostrum.
Dolores quam molestiae vero deserunt debitis nisi. Tempore quod enim error.",1.893796054
a2939b3b-7fa7-4d8a-bf88-ec827f99d273,Maureen,Robertson,Female,Manchester Royal Infirmary,General Surgery,MRCP,61627994,rdavies@carter-baker.com,Yes,Read-Write,Orthopedics,Voluptatem doloribus id et veritatis reprehenderit voluptatum. Ipsa suscipit aspernatur porro ad ipsa eum.,4.131088725
8af58903-33b5-43ce-9fec-4623ab899605,Liam,Murray,Other,Queen Elizabeth Hospital,Pediatrics,MRCP,96080932,jamiematthews@griffin.co.uk,No,Admin,Cardiology,"Assumenda dolor blanditiis voluptate eligendi nisi. Iusto inventore facilis perferendis. Vel sequi sint rem delectus quas.
Ducimus dolore sunt voluptas veritatis natus. Impedit quam ab.",3.492319407
027c013f-3801-4399-ae6a-8e2f9c19ed34,Gerald,Cooper,Male,Royal Liverpool University Hospital,Neurology,MRCP,92727308,joelfreeman@hotmail.co.uk,Yes,Read-Only,Psychiatry,Enim ut id consectetur excepturi nihil doloremque. Expedita perspiciatis provident sequi ab autem nesciunt. Quae maxime iusto illo iure cum.,2.335304662
bf3df0bb-f66a-4168-b4a1-ca795718ada2,Gareth,Evans,Female,Royal Liverpool University Hospital,General Surgery,MBBS,8776475,andrewjones@hotmail.co.uk,Yes,Read-Write,Cardiology,"Quis iure quam id suscipit dignissimos ipsum iste. Fugit deserunt error porro odit. Perferendis distinctio hic sequi quo quas.
Perspiciatis est sit. Hic explicabo accusamus deserunt saepe.",1.350303102
52631db9-d170-44ce-9179-7350e6256403,Carly,Todd,Female,Manchester Royal Infirmary,Neurology,"MBBS, PhD, BSc",99812907,pricefrances@hotmail.co.uk,Yes,Admin,Psychiatry,Quae voluptatibus nihil dolores quia sed numquam impedit. Voluptatum explicabo ducimus provident.,1.953646798
dfde2281-25fb-4f3d-866d-7002091472ad,Tracey,Barnes,Male,Manchester Royal Infirmary,Neurology,"BSc, MBBS, MSc",77463005,arowley@davies.com,No,Read-Only,Neurology,Accusantium nam aut voluptatem libero nobis. Repellendus nesciunt incidunt aliquam ex. Laboriosam adipisci quas quidem rerum tempora hic.,1.545690076
27e969e2-c8bf-43fb-9a43-1f7a41c30359,Denise,Hancock,Male,Manchester Royal Infirmary,Cardiology,"MBBS, MRCP",67399083,colin34@hotmail.com,Yes,Read-Only,Psychiatry,Ex illum similique accusamus voluptatibus. Sapiente fuga beatae voluptatum hic temporibus voluptatibus. Accusamus cupiditate reprehenderit fugiat possimus nisi vel.,4.460229824
4b5ca436-953c-478e-a106-7a8cd7a3283c,Terry,Peacock,Male,St Mary's Hospital,Pediatrics,"MBBS, PhD, MSc",95324882,leslietaylor@hotmail.co.uk,No,Read-Only,Cardiology,"Quam dolorum sed. Quae fugit dolorem atque.
Laborum sapiente soluta nihil magnam.
Perferendis aliquam est recusandae sit vero doloremque.",4.105623066
786e30ef-ce9b-4e70-b4d4-dfccb7d779cc,Sean,Powell,Male,St Mary's Hospital,Pediatrics,MSc,69146319,gregorytodd@knight.com,Yes,Admin,Neurology,Harum aliquid distinctio delectus tempore illo saepe. Eius aperiam provident molestiae. Unde fuga adipisci autem esse dolorum. Architecto sunt tempore vero facilis aspernatur consequuntur.,4.075773087
843b2a7d-15ab-4c21-8cc9-3ff710fce97d,Steven,Marsh,Male,King's College Hospital,Pediatrics,"FRCS, PhD, MSc",56268714,oliver39@bryan.com,Yes,Admin,Pediatrics,Non quas neque sequi odit soluta qui. Harum alias sint repellendus libero recusandae. Consequatur autem deleniti vel cum dolor exercitationem. Officiis itaque voluptas ad iusto nisi.,4.949895988
10fc9eee-0a17-47f7-aa5f-24b6de6fec4b,Gareth,Walsh,Female,Manchester Royal Infirmary,General Surgery,"FRCS, BSc",65565640,daviesfrancesca@fraser.info,Yes,Read-Write,Orthopedics,Repellendus ipsam quidem nemo atque accusantium. Delectus consequuntur officiis aliquid temporibus doloremque. Similique aliquam quia fugiat occaecati maxime suscipit.,4.648897657
4cea2df0-0a66-4c4e-a168-1081399f8a8f,Dean,Smith,Other,Manchester Royal Infirmary,Psychiatry,"MRCP, PhD",37531506,bryanjordan@scott-green.com,Yes,Read-Only,Psychiatry,Reprehenderit aperiam accusantium incidunt ex ut sit placeat. A deserunt expedita consequuntur facere reiciendis.,4.252461043
72d6bc20-d80d-4a1c-8247-2fd603e9ba02,Joshua,Morris,Other,Royal Liverpool University Hospital,Neurology,"MSc, MRCP",63963651,mandy10@doyle-taylor.com,Yes,Admin,Orthopedics,Expedita soluta culpa quas excepturi. Vel iusto natus accusamus mollitia numquam. Labore illo recusandae assumenda omnis voluptates eaque.,3.743218099
ccf719ab-2922-4bd8-9ca5-b35354a1d505,Jacqueline,Phillips,Male,Royal London Hospital,Cardiology,BSc,3413413,lucy11@parsons-cross.com,Yes,Admin,Pediatrics,"Recusandae reiciendis doloribus tempore autem. Vel a iure natus dolore placeat architecto temporibus.
Deserunt maiores quo deserunt consectetur perspiciatis distinctio.",4.324487642
75f2bc20-a7f5-495c-9e62-d43f261908b9,Leah,Hooper,Male,Royal London Hospital,Psychiatry,"BSc, MSc, MD",23965423,hodgsonsarah@hotmail.com,Yes,Read-Write,Neurology,"Quasi incidunt sapiente sunt. Necessitatibus exercitationem recusandae doloremque a.
Eum iusto esse eos. Cum ullam neque.",2.546359426
61d9fe39-8147-48f4-9f0e-f320f7f60e7f,Anna,Goodwin,Female,Royal Liverpool University Hospital,Pediatrics,"MD, PhD, BSc",87027910,thompsonkirsty@yahoo.co.uk,Yes,Read-Write,Neurology,Ad ipsam vel quis. Nisi tempore illum cupiditate. Veritatis enim at atque dolorum expedita assumenda.,2.138177019
089b30a0-809f-4923-87a1-798fe6addd9e,Connor,Fletcher,Male,Royal London Hospital,Cardiology,"PhD, MSc, MD",47438825,william65@williams.co.uk,Yes,Admin,Neurology,Adipisci distinctio incidunt nam dolore dolorum. Veniam amet eligendi ullam. Suscipit quod delectus.,1.919928152
cb4d18d6-adb6-4a35-9734-a26c92e94e89,Rosie,Griffin,Other,Royal London Hospital,Pediatrics,MSc,42256457,bethanyporter@saunders.com,Yes,Admin,Cardiology,"Sequi suscipit doloremque ab non sint laboriosam. Eveniet totam voluptates excepturi omnis at.
Ducimus dicta ratione. Excepturi quibusdam expedita assumenda ratione. Esse possimus fuga.",1.15765476
99a2ecb1-c202-487b-849b-8a44ce1bb02a,Joseph,Phillips,Female,King's College Hospital,Cardiology,"MBBS, MD, FRCS",76297346,victoriajones@cook.com,Yes,Read-Write,Cardiology,Blanditiis dolor magni natus. Adipisci soluta ea commodi.,3.286349165
6d265dd8-bf39-4fbb-938c-3460fd938adc,Judith,Lynch,Male,Manchester Royal Infirmary,Neurology,PhD,67057505,nicola42@gmail.com,No,Read-Write,Psychiatry,Porro eum excepturi debitis voluptatibus ad illo. Aliquid ipsum iste consequatur. Consequatur quibusdam ipsa iusto laudantium. Earum tempore maxime veritatis.,3.878088985
4a276dda-34c3-494a-812e-a9b8e7e13ed8,Max,Simpson,Other,Royal Liverpool University Hospital,Cardiology,"FRCS, BSc",75711844,dickinsonstephanie@gmail.com,No,Read-Only,Pediatrics,Impedit veritatis consequatur quae. Blanditiis vero nam repudiandae. Perferendis dolorum dolore quisquam aliquam velit assumenda nam.,4.787316828
6af79ad2-993e-48c6-a6b1-06e289110af0,Anna,Little,Male,St Mary's Hospital,Neurology,"BSc, PhD, MRCP",96571576,benmills@butler.com,Yes,Read-Only,Psychiatry,"Incidunt vero porro porro accusantium pariatur.
Quasi error natus sint. Voluptate molestiae dicta officiis temporibus vel incidunt. Ipsum soluta tempore non unde laudantium.",4.753016852
d872298c-7b72-490b-b8f8-f071d360da69,Josh,Marsh,Other,Royal London Hospital,Pediatrics,PhD,80685050,qchandler@yahoo.com,No,Admin,Psychiatry,"Veritatis a quis aut voluptates.
Sequi adipisci veritatis aliquid nobis.
Atque ipsum aliquid. Nam quam facilis minus. A sint et porro eum tempore quos.",3.477150689
9b8086da-6379-4035-b8e4-5086ca819c6f,Jay,Gardner,Female,St Mary's Hospital,Cardiology,"MSc, MRCP",97896304,bryantleah@hotmail.co.uk,No,Read-Only,Psychiatry,"Ipsa maiores deleniti aperiam. Pariatur esse velit.
Dolorum laboriosam nesciunt repellat. Odit fugiat veritatis tempore expedita in modi.",3.444623687
dd620222-d9ef-428b-bbcb-50b3961d8dcf,Rosie,Charlton,Male,Royal London Hospital,Pediatrics,"MD, MSc, MBBS",88398318,hollycharlton@morgan.com,Yes,Read-Only,Neurology,"Rerum eius quisquam. Aperiam quod distinctio laudantium architecto necessitatibus neque.
Voluptatum dolores sunt repellat quas. Ratione similique error sapiente.",1.149102396
e2a01335-a830-43ab-853e-4b42cc4da021,Lesley,Watson,Other,Manchester Royal Infirmary,General Surgery,"MRCP, PhD",61804550,tylerkirsty@gmail.com,No,Read-Only,Neurology,Architecto laudantium ut similique. Sit itaque officia ipsa porro at.,1.284531268
4d6cd782-2e95-43ea-bda1-7da2000fc63d,Joanne,Barry,Other,King's College Hospital,General Surgery,MBBS,72890999,kerrymason@outlook.com,Yes,Read-Write,Orthopedics,"Sequi distinctio asperiores voluptatem dignissimos. Eius ea voluptas laborum sunt adipisci totam.
Esse adipisci aspernatur porro. Natus occaecati tempora et iure doloribus ea.",3.072988216
552ae5ca-4124-405b-91fc-fe8881c16e98,Marie,Clark,Other,Royal Liverpool University Hospital,Psychiatry,"MRCP, PhD",64749834,anna86@gmail.com,Yes,Admin,Cardiology,Consectetur commodi numquam natus. Odit facere sequi voluptatum dolorum. Quidem pariatur omnis.,3.666998143
4312ece2-dc21-41e1-be56-ac3d10cc8711,Stanley,Stephenson,Other,Royal London Hospital,Neurology,"BSc, MRCP",23373345,elaine36@vincent-thomas.org,Yes,Read-Only,Neurology,Perferendis eum ullam nostrum accusantium hic. Dicta pariatur modi ducimus. Itaque nihil porro inventore.,1.236428039
c5c14262-4d84-4ec5-9334-886ff164f9d8,Aimee,Carr,Other,Royal London Hospital,Pediatrics,"FRCS, MSc",39521633,eileenfletcher@gill.com,Yes,Admin,Psychiatry,"Cumque natus illum perspiciatis quas nemo. Vitae sit veritatis corporis non id.
Tempore quas repellendus a. Tenetur natus labore laborum corrupti neque.",2.74742753
6238d0a0-cf5e-4ea3-a258-4ab368777bab,Brenda,Morrison,Male,Royal London Hospital,Psychiatry,"FRCS, MD, MSc",99362749,jacobking@outlook.com,Yes,Admin,Psychiatry,"Accusantium reprehenderit debitis. Deleniti ex rem quisquam voluptatum quo.
Perferendis natus itaque voluptates consequatur. Sed quos ullam incidunt rem.",3.372860349
ef7e85ec-a417-456f-a9ee-7f3d0ff030b8,Natalie,Ford,Female,Royal London Hospital,Neurology,"MSc, MRCP",11430051,jeandavies@gmail.com,Yes,Admin,Surgery,"Tenetur eum explicabo vero nulla dolore. Quidem voluptatibus optio.
Error qui officiis. Unde quaerat sed id omnis quaerat eaque. Deleniti ullam iusto magni et.",4.813501117
babd4745-497e-4f1a-bd2b-f042209818d1,Sally,Kirby,Other,Manchester Royal Infirmary,Orthopedics,"MRCP, MBBS, FRCS",74476438,dixonandrea@evans.co.uk,Yes,Read-Write,Cardiology,A a doloremque dolorum repudiandae quo. Necessitatibus nostrum aspernatur. Soluta ea quaerat possimus.,3.570094949
f11ddff7-0e37-4526-9582-a3bdd476fe38,Leigh,Faulkner,Other,King's College Hospital,Neurology,"MBBS, MRCP",58915651,hazelclark@hotmail.com,Yes,Read-Write,Psychiatry,"Consequuntur et quia nostrum praesentium officia dignissimos. Aperiam maxime eveniet suscipit maiores aut.
Culpa totam rerum ullam nisi eveniet magnam. Vitae soluta incidunt.",4.623441123
2412579d-6af9-44e0-bb38-785b0932f5b6,Dale,Thomas,Other,Royal London Hospital,Cardiology,"MSc, BSc",82979968,frankthompson@yahoo.co.uk,No,Admin,Cardiology,Expedita ab sint. Laborum libero id. Itaque rerum maiores facere veritatis neque unde.,4.302096513
9a1a7d6f-dd02-4100-a3d4-84087de8a234,Stephanie,Burgess,Other,Queen Elizabeth Hospital,Pediatrics,"MSc, BSc, MRCP",54822121,sgordon@yahoo.com,Yes,Read-Only,Neurology,"Tempore ipsam eligendi omnis at. Id qui veritatis deleniti vel soluta aut.
Pariatur labore maiores omnis. Maxime molestiae itaque magni ut ullam inventore.",2.96432746
b2ddc481-ac6d-4df8-94e5-064cb799ae8e,Ian,Roberts,Other,Royal Liverpool University Hospital,Psychiatry,"FRCS, MSc, PhD",40385685,carramber@oliver.co.uk,Yes,Admin,Cardiology,Consectetur dolor nam temporibus quam sit consequuntur. Accusamus rem eveniet dignissimos sed laboriosam voluptates. Recusandae nemo quis ea.,2.458339416
5a4f4145-fc98-4279-8f6f-111c26c06e67,Jacqueline,Steele,Female,Queen Elizabeth Hospital,Psychiatry,MSc,18970386,kharris@price.com,Yes,Read-Write,Cardiology,Ratione rem illum dignissimos. Officia aperiam sint recusandae natus ipsum. Necessitatibus rerum in quae.,3.21971377
775e0ec3-9c9d-43f3-8901-8aee69407be7,Claire,Thompson,Male,Royal London Hospital,Psychiatry,"BSc, FRCS",6698831,wjackson@hotmail.com,Yes,Read-Write,Cardiology,"Necessitatibus asperiores officiis eveniet quasi aspernatur.
Consectetur atque dolores.
Deleniti tempore possimus. Tempora repudiandae saepe id blanditiis.",3.95452635
19faa06e-0c0a-4967-b579-501a62fda854,Glenn,Gibbons,Other,King's College Hospital,Cardiology,PhD,15684377,steven39@outlook.com,Yes,Admin,Orthopedics,"Amet ducimus corporis occaecati eos. Voluptates magni velit ratione impedit.
Facere esse architecto cum fuga. Autem quidem est doloremque quam dolores. Numquam optio soluta suscipit minima saepe.",1.036952675
052daad3-26c0-4984-8734-bb05788c31f6,Sally,Jackson,Female,Royal Liverpool University Hospital,General Surgery,"BSc, MSc",29948875,rcox@outlook.com,Yes,Read-Write,Neurology,"Eius sunt accusantium placeat ipsam praesentium molestias.
Optio recusandae illo itaque. Labore explicabo ullam consectetur expedita quas. Nesciunt corporis consequatur iste.",4.039965497
21f8c156-9e0d-445b-992a-34a1084fa819,Thomas,Summers,Female,Manchester Royal Infirmary,Psychiatry,"FRCS, BSc",10557284,janemurphy@outlook.com,Yes,Read-Only,Cardiology,"Eveniet vitae maiores odio.
Quibusdam perferendis mollitia sint. Nemo illo modi alias earum.
Odit commodi expedita voluptas ipsam dicta porro. Magnam minus alias nam similique.",1.494967426
b3386c3e-1af4-487f-92eb-dac5a1457899,Frederick,Austin,Male,Royal Liverpool University Hospital,Orthopedics,"BSc, MBBS, MSc",1727482,cherylwebster@yahoo.com,Yes,Read-Only,Pediatrics,"Quae nulla nemo libero quod cumque molestias. Fuga exercitationem libero nobis.
Minus esse ducimus provident. Voluptas nisi aperiam. Expedita dolorum magni explicabo molestias possimus velit.",2.78502124
31e9ca80-58bf-4b9e-a624-5b598c94af98,Beverley,Higgins,Male,Royal London Hospital,Cardiology,"MBBS, MSc",29138270,jackevans@walton-brooks.net,Yes,Read-Only,Pediatrics,"Quibusdam voluptate numquam maxime ad voluptatibus. Omnis quae debitis repellat provident. Illum unde velit maiores.
Non alias doloremque suscipit. Dolorum sapiente officiis magnam.",3.628758009
c707aef9-c6c3-444c-888e-03b662276cbc,Martin,Freeman,Other,Royal London Hospital,Orthopedics,"FRCS, MBBS",18556531,stephendean@outlook.com,Yes,Read-Only,Cardiology,Sunt impedit delectus molestias perferendis non repudiandae nostrum. Porro perferendis neque tempore tempore. Quos voluptas labore perspiciatis quia.,2.516275129
0f66b32d-e19b-4837-9c6a-4b5e7d859725,Alice,Taylor,Male,Manchester Royal Infirmary,Neurology,BSc,67998199,howardmarcus@griffin.com,Yes,Read-Write,Psychiatry,"Eveniet delectus ipsum facere. Sit praesentium porro.
Vero quo repellat a a quas. Ad magnam atque. Et magni labore ipsa incidunt.",2.734102955
9d44c93e-7799-48e2-b368-c5539c30ceaa,Jamie,Barrett,Other,Royal Liverpool University Hospital,Orthopedics,MRCP,97405871,pauline98@scott-price.com,Yes,Read-Only,Cardiology,"Tenetur maxime ex fugiat. Culpa atque itaque doloribus cum rem eligendi.
At debitis voluptatum odit. Cumque pariatur totam quia inventore. Optio nemo assumenda ut ipsa perferendis.",4.969221354
a6855857-567e-4862-af15-1673a1df3da7,Laura,Hawkins,Male,Royal London Hospital,Orthopedics,PhD,84195092,christinepollard@gmail.com,Yes,Admin,Surgery,Vitae est necessitatibus at repellendus deserunt officiis. Nihil delectus a porro. Ad quia non excepturi itaque.,1.360998994
b6af98b2-aeba-42d0-b830-32491fd3af07,Tracy,Slater,Female,Royal London Hospital,Psychiatry,"FRCS, PhD, MRCP",42573658,kylerichards@gmail.com,Yes,Read-Only,Neurology,Harum repudiandae aliquam earum et ipsa recusandae. Molestiae molestias esse illo nisi incidunt necessitatibus.,2.831655427
d960af85-c9df-4e44-8bdf-fa7d9f3dd894,Marian,Wright,Other,Royal London Hospital,Cardiology,MSc,5597376,warnermaurice@stone.com,Yes,Read-Write,Neurology,"Similique quasi esse eius nihil. Minima ratione autem laboriosam culpa a nemo. Id commodi consequuntur a consequatur molestiae aspernatur molestiae.
Alias facilis magnam illo quae amet dicta officia.",4.627399596
633cbf79-e96a-41af-b55e-3aa2208a393e,Norman,Hunt,Other,St Mary's Hospital,Pediatrics,"FRCS, MSc, MBBS",99566732,gavin59@outlook.com,Yes,Admin,Psychiatry,Corporis ipsam maiores facilis. Dicta reiciendis fugit iste nobis. Voluptate corrupti ex omnis. Modi deserunt quibusdam labore aliquid esse magni.,2.017814211
beebb4ea-eab9-421b-8b36-b545cca1a034,Janice,Robson,Female,Royal London Hospital,Neurology,PhD,70307021,hhowells@robinson-walters.info,Yes,Read-Only,Neurology,Hic perferendis in fugiat sunt recusandae qui. Provident saepe suscipit blanditiis. Provident quos minus ipsam velit quae.,3.998373233
fbbff9e0-ae56-402a-b521-ca9fdf5e6f78,Peter,Ward,Male,Queen Elizabeth Hospital,Psychiatry,"FRCS, MRCP",28311638,mgreen@brown-ross.net,Yes,Read-Only,Cardiology,"Molestias et quod. Cupiditate molestias hic sit.
Voluptatum totam autem. Dolor nulla eaque est. Temporibus voluptas consequatur perferendis.",3.702702831
dc45488d-84dd-49b9-9f1e-0ee9cf6c9992,Maureen,Hardy,Male,King's College Hospital,Orthopedics,"FRCS, MRCP",2621658,beverley73@hotmail.co.uk,Yes,Admin,Orthopedics,Et ducimus explicabo perferendis. Et enim itaque cumque consectetur veniam. Quis quia ea non occaecati mollitia.,4.273344628
09c67417-306a-4871-beef-71cbc915d113,Kathleen,James,Male,St Mary's Hospital,Psychiatry,MBBS,37011381,dawnbruce@hotmail.com,Yes,Read-Write,Orthopedics,"Tempora consequuntur pariatur ratione. Officiis numquam dicta debitis.
Veritatis laborum facilis fugit voluptatum.",3.440944676
5f1ff97c-71cf-4814-a45b-d776c838a145,Nathan,Fletcher,Other,St Mary's Hospital,General Surgery,"MD, FRCS",18191024,proberts@carr.info,Yes,Read-Write,Surgery,Placeat libero ipsa delectus aliquam optio possimus ullam. Mollitia doloremque corporis id iusto aliquid alias. Repudiandae ducimus quis unde assumenda tempore pariatur sapiente.,4.098840072
5b471c43-7499-428c-b0c3-2323c1b199c4,Simon,Skinner,Other,King's College Hospital,Pediatrics,"MRCP, BSc",79824499,eleanor93@khan-dobson.com,Yes,Read-Write,Neurology,"Non dolor voluptate repellat voluptatem ipsa. Earum voluptatibus et doloremque corporis ipsum.
Aspernatur eos recusandae aspernatur voluptate molestias. Quis tempora culpa quis esse ullam cum.",3.556897416
f4dd05d5-1349-447a-a1cb-a182ca20854d,Shirley,Taylor,Female,St Mary's Hospital,Pediatrics,MBBS,93542725,jmurphy@stewart-bell.com,Yes,Read-Only,Neurology,Exercitationem sunt magnam. Repudiandae beatae optio cupiditate iure consequuntur deleniti. Et officiis culpa inventore consequuntur.,3.156360467
0a3c2c6f-ef2d-4a38-a6e4-b8df0b6d9611,Sarah,Wilson,Male,King's College Hospital,Orthopedics,"MD, FRCS, PhD",33296760,patricksmith@rose.info,Yes,Admin,Orthopedics,Laudantium sunt ab ex earum. Aut exercitationem doloribus asperiores modi accusantium. Eos quos eius ratione atque quia eveniet ipsam.,2.094555296
06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,Simon,Davies,Other,King's College Hospital,Neurology,"MBBS, PhD, MSc",92904106,aknight@yahoo.com,No,Read-Write,Cardiology,Quas eius eius sequi. Delectus culpa numquam a dolor doloremque est. Nobis non non ab blanditiis.,2.666094979
91bacf80-aaa0-4996-8522-dc4ef1dd50bf,Claire,Taylor,Female,King's College Hospital,Neurology,"FRCS, MD, MSc",2341309,nicolareeves@gmail.com,Yes,Read-Only,Pediatrics,Sapiente consequuntur accusamus explicabo ad. Incidunt esse earum veritatis perferendis blanditiis minima. Excepturi error adipisci officia accusantium.,1.553363234
3acaaf82-374a-4cc9-a039-7e67926146de,Jeremy,Nelson,Male,Royal Liverpool University Hospital,Neurology,"MSc, MRCP",76673415,jonathan00@yahoo.com,Yes,Read-Only,Psychiatry,"Eligendi deleniti illum quibusdam id. Tempora magni quod aut ut optio.
Harum modi at. Dolor reiciendis quo enim. Impedit similique voluptate harum dolore quibusdam.",3.601871511
e27ac8e9-d1c3-41bc-86be-643217ee0eb0,Maurice,Morris,Female,Royal Liverpool University Hospital,Pediatrics,"BSc, MRCP, PhD",76590019,emily38@yahoo.co.uk,Yes,Read-Write,Neurology,Aliquam sint harum. Tempora voluptatem maxime beatae. Quas facere quam praesentium perferendis qui quis.,4.039784793
809e2109-c786-4a38-a09f-1aede38690e7,Max,Gregory,Female,St Mary's Hospital,Cardiology,"MRCP, FRCS, PhD",97737804,grayshannon@clark.org,Yes,Read-Only,Psychiatry,"Error natus maxime velit voluptatibus.
Tempora voluptatum eius corporis. Voluptatem error enim ducimus eius animi.",2.931587534
81d1bf06-6b8c-46f2-8611-f583b2d10e3d,Danielle,Poole,Male,Manchester Royal Infirmary,General Surgery,"MRCP, BSc",30358406,gordon06@yahoo.com,Yes,Read-Only,Neurology,Eum velit nemo sunt inventore perferendis illum. Consequuntur animi recusandae reiciendis adipisci nihil. Quis hic reprehenderit quasi laudantium laboriosam.,2.272605452
254bf7ae-1d0a-4994-b20b-575d4e28e674,Pamela,Cooper,Female,St Mary's Hospital,Psychiatry,"MD, PhD",53335091,afaulkner@outlook.com,Yes,Read-Only,Cardiology,"Quaerat earum nostrum dolor quae magni. Fugiat quae ipsa nisi.
Numquam in at vero vitae quidem ab. Iure dolorem vitae expedita exercitationem pariatur fugit.",4.993528394
6c0be55c-90e6-49e1-a44f-c3a96d0c62c3,Samantha,Foster,Female,Queen Elizabeth Hospital,Orthopedics,"PhD, MD, MRCP",1359186,fosterbilly@yahoo.com,Yes,Read-Only,Neurology,Libero quasi eum saepe officia culpa. Dicta quaerat repellat quam iure repellendus.,3.176412021
1ad1daaa-ef8d-4ff0-9583-1feeec41e6f6,David,King,Female,Royal London Hospital,Pediatrics,"MD, BSc",43277739,emmathomas@jackson-mitchell.biz,Yes,Read-Write,Neurology,"Temporibus porro ipsum laudantium dolor quis vel.
Vitae modi blanditiis quam mollitia ducimus pariatur. Ipsam ut mollitia.",3.544318055
6a480542-1965-4435-901b-b5fa6a677623,Eileen,Begum,Male,King's College Hospital,Cardiology,"BSc, MSc",18821592,barberjoshua@hotmail.co.uk,Yes,Admin,Psychiatry,Maxime est quo deserunt deleniti placeat quas. Ab enim natus nemo itaque voluptatibus. Fugit aut illo autem quia harum dolore quas.,1.571136377
f45da406-bbf9-4b01-a7f9-e728c618fc1e,Damian,Flynn,Female,Royal London Hospital,Cardiology,"MBBS, BSc",14643213,iain97@brown-knight.com,Yes,Admin,Pediatrics,Eius voluptas ex magnam. Similique eos esse impedit repudiandae similique itaque. Temporibus dolores nulla at aut. Nesciunt consectetur quos quo necessitatibus debitis quidem.,4.6648467
6e5bac20-725c-4675-8a95-71e407dc02b1,Abbie,Hughes,Male,St Mary's Hospital,Orthopedics,"PhD, MD",34401287,wendy72@smith.com,No,Read-Write,Cardiology,"Quos quam occaecati illum a commodi perferendis facere. Minus consectetur minus optio.
Qui cum voluptates. Vero eius ducimus corrupti numquam.",4.88261068
7f22cd12-07b6-408e-aac1-ca75afb918c8,Abbie,Reed,Male,King's College Hospital,Neurology,"MRCP, MBBS, MSc",42113983,hmurray@gmail.com,No,Read-Write,Cardiology,Itaque quisquam laudantium corporis beatae perspiciatis corporis. Blanditiis ab nam non. Quisquam deleniti et esse.,4.162106079
53125ffd-f655-460b-9d32-e231eb561699,Lesley,Wade,Male,Royal Liverpool University Hospital,Neurology,"PhD, MSc, FRCS",32737971,dkhan@wheeler-smith.com,Yes,Read-Write,Pediatrics,Illum iste dignissimos. Laboriosam cum sit nesciunt dolorum. Consectetur laborum totam nesciunt corporis ullam.,3.487345436
5a3da367-141b-4a1b-80a9-78bfb8f8903b,Leigh,Davies,Female,King's College Hospital,General Surgery,"MSc, MRCP",56820699,jakethomson@yahoo.com,Yes,Admin,Neurology,Aspernatur quo exercitationem asperiores provident. Corrupti rerum odit veniam sint. Cumque totam perferendis excepturi neque modi.,4.628945528
